titleId,level_1,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,title,averageRating,numVotes,director_name,budget,length,genres,director_rating,average_writer_rating
tt2833640,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Cowboy Creed,4.7,7,Ben Alpi,40000.0,10.0,"['Short', 'Action', 'Romance']",796616.0,796616.0
tt2835334,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good Mourning, Lucille",5.8,37,Vanessa Libertad Garcia,45000.0,75.0,"['Comedy', 'Mystery']",8358698.0,5086922.0
tt2837654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Signal Lost,6.9,8,Tim Gallagher,5000.0,120.0,['Horror'],4326875.0,7744326.0
tt2845790,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dead Man Island,5.5,11,Kameron Devine,10000.0,106.0,"['Drama', 'Fantasy', 'Horror']",7668169.0,5000567.5
tt2845854,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Torn Cloth,8.7,7,Tate Zandstra,5000.0,73.0,"['Documentary', 'Action', 'History']",4852051.0,4998087.0
tt2846058,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Randy Rhoads the Quiet Riot Years,9.3,13,Ron Sobol,500000.0,91.0,['Documentary'],8301435.0,1302066.0
tt2846938,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Me and My Mates vs. The Zombie Apocalypse,4.9,532,Declan Shrubb,900000.0,90.0,"['Comedy', 'Horror']",750945.0,750945.0
tt2847534,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Hollywood Revelations,8.0,9,Jonny Espinoza,45000.0,117.0,"['Drama', 'Mystery', 'Thriller']",797649.0,797649.0
tt2848746,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Richard and Anne,3.4,7,Justin Ramirez,15000.0,14.0,"['Short', 'History']",2167976.0,1256227.333333333
tt2848896,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Degenerates,5.9,23,Carlos Suarez,3500.0,105.0,"['Action', 'Thriller']",8946462.0,8946462.0
tt2849694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anna May Wong: In Her Own Words,7.7,16,Yunah Hong,150000.0,56.0,['Documentary'],2045576.0,2045576.0
tt2852376,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Heli,6.8,4774,Amat Escalante,1000000.0,105.0,"['Crime', 'Drama', 'Romance']",41856.0,1716466.0
tt2852500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Project Bigfoot,4.7,182,Ricardo Herrera,100000.0,90.0,['Comedy'],962583.0,962583.0
tt2852754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mythology and the Coming Great Deception,6.0,5,Rob Skiba,5000.0,90.0,['Documentary'],206418.0,206418.0
tt2852834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Mount Hermon-Roswell Connection,7.1,7,Rob Skiba,5000.0,90.0,['Documentary'],206418.0,206418.0
tt2852860,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Babylon Rising: And the First Shall Be Last,5.3,6,Rob Skiba,5000.0,127.0,['Documentary'],206418.0,206418.0
tt2852916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archon Invasion: And the Return of the Nephilim (Part 2),5.2,5,Rob Skiba,5000.0,111.0,['Documentary'],206418.0,206418.0
tt2852976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Archon Invasion: 2045 and the Quest for Immortality,5.2,6,Rob Skiba,5000.0,133.0,['Documentary'],206418.0,206418.0
tt2853034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Babylon Rising: 322, Tetrads and the Time of Jacob's Trouble",6.0,5,Rob Skiba,5000.0,124.0,['Documentary'],206418.0,206418.0
tt2853868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,One Night in March,7.9,8,Robbie Coblentz,65000.0,39.0,"['Short', 'Sport']",845781.0,3343209.5
tt2856896,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22 Minutes,5.3,704,Vasily Serikov,6500000.0,120.0,"['Action', 'Crime']",841352.0,836594.3333333335
tt2856934,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Not Anymore: A Story of Revolution,6.7,61,Matthew Vandyke,30000.0,15.0,"['Documentary', 'Short', 'News']",316542.0,316542.0
tt2857196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tell 'Em Steve-Dave Puppet Theatre,8.7,75,Thorne Winter,20000.0,94.0,['Comedy'],1833716.0,1833716.0
tt2860592,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Impossible Choice,3.7,130,Ronald Marquisee,45000.0,112.0,"['Drama', 'Romance']",10182872.0,10182872.0
tt2860648,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Human After All,8.3,7,Brian Cardona,4000.0,16.0,"['Short', 'Drama', 'Thriller']",737998.0,737998.0
tt2860750,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,There Is No God and We All Die Alone,7.7,6,Harrison Givens,15000.0,21.0,"['Short', 'Adventure', 'Comedy']",2486601.0,1419887.0
tt2860866,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Downriver,9.2,6,Billy Jackson,30000.0,30.0,"['Short', 'Comedy', 'Drama']",8650328.0,9674031.0
tt2861132,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lao Warrior,6.0,9,Kenji Saykosy,20000.0,87.0,"['Action', 'Drama']",810525.0,3214183.666666666
tt2865984,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Things Found on the Ground,6.2,5,Carol Brandt,5000.0,64.0,"['Comedy', 'Drama', 'Family']",184896.0,184896.0
